AuthorID,Author,Date,Content,Attachments,Reactions
"492026929604460552","itzmanan","2020-09-26T21:34:17.1340000+05:30","! leave","",""
"492026929604460552","itzmanan","2020-09-26T21:34:22.2280000+05:30","!leave","",""
"492026929604460552","itzmanan","2020-09-26T21:35:49.4690000+05:30","2020-09-25T20_49_15_748Z.mp3","",""
"743528093574234113","thomas_._dp","2020-09-26T21:36:18.1150000+05:30","Tluewq","",""
"492026929604460552","itzmanan","2020-09-26T21:37:14.6760000+05:30","@everyone listen","https://cdn.discordapp.com/attachments/755661056969539658/759445993472524288/2020-09-25T20_49_15_748Z.mp3?ex=669d3232&is=669be0b2&hm=28469cbb484b92e74cb7086393becd8f071c42cf2f6dce76cd52ec8e35c8caf0&",""
"759390371938566175","mukultm8947","2020-09-26T21:40:02.3490000+05:30","Abeey ye kya features aa gaye hain","",""
"759390371938566175","mukultm8947","2020-09-26T21:40:05.7780000+05:30","Kuch samajh nhi aara","",""
"759390371938566175","mukultm8947","2020-09-26T21:40:09.1990000+05:30","Koi explain karfo","",""
"759390371938566175","mukultm8947","2020-09-26T21:40:12.0490000+05:30","Kardo*","",""
"492026929604460552","itzmanan","2020-09-26T21:43:38.1530000+05:30","@Mukul™ music join kr","",""
"492026929604460552","itzmanan","2020-09-26T21:43:42.9520000+05:30","Right swipe kr","",""
"492026929604460552","itzmanan","2020-09-26T21:43:45.9920000+05:30","Fir scroll kr","",""
"492026929604460552","itzmanan","2020-09-26T21:43:49.7400000+05:30","Sabka naam dikhega","",""
"492026929604460552","itzmanan","2020-09-26T21:43:53.0990000+05:30","Uspe click kr","",""
"492026929604460552","itzmanan","2020-09-26T21:43:56.0660000+05:30","Aur join voice","",""
"759390371938566175","mukultm8947","2020-09-26T21:48:17.4590000+05:30","Yolo boiz","",""
"159985870458322944","MEE6#4876","2020-09-26T21:48:17.6410000+05:30","GG @Mukul™, you just advanced to level 1!","",""
"759390371938566175","mukultm8947","2020-09-26T21:49:12.5260000+05:30","Khelre kya abhi tum log?","",""
"456226577798135808","Deleted User","2020-09-26T21:49:19.3690000+05:30","Haaa","",""
"456226577798135808","Deleted User","2020-09-26T21:49:24.7000000+05:30","Tu aa rha to me aaunga","",""
"759390371938566175","mukultm8947","2020-09-26T21:49:25.6860000+05:30","Mujhe aata hee nhi hai to kya khelunga😂😂😂😂","",""
"456226577798135808","Deleted User","2020-09-26T21:49:36.5640000+05:30","Arey maja aata h easy h smjhna","",""
"759390371938566175","mukultm8947","2020-09-26T21:49:41.2130000+05:30","YT se seekhna padega","",""
"456226577798135808","Deleted User","2020-09-26T21:49:48.3840000+05:30","Arey jaroorst nahi easy h","",""
"759390371938566175","mukultm8947","2020-09-26T21:49:57.2010000+05:30","Mai try kiya tja","",""
"759390371938566175","mukultm8947","2020-09-26T21:50:00.4940000+05:30","Nhi banaa kuch","",""
"456226577798135808","Deleted User","2020-09-26T21:50:03.4710000+05:30","Abe F me socha personal h 😉😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T21:50:09.2230000+05:30","😂😂😂😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T21:50:15.0310000+05:30","Chu","",""
"759390371938566175","mukultm8947","2020-09-26T21:52:01.3790000+05:30",".play when we started","",""
"759390371938566175","mukultm8947","2020-09-26T21:52:12.7090000+05:30","Aaja Mudit","",""
"759390371938566175","mukultm8947","2020-09-26T21:52:17.2350000+05:30","Gaana sunte","",""
"759390371938566175","mukultm8947","2020-09-26T21:54:58.5630000+05:30",".play alibi","",""
"547905866255433758","Hydra#1214","2020-09-26T21:54:58.7250000+05:30","","",""
"759390371938566175","mukultm8947","2020-09-26T21:55:13.0820000+05:30",".skip","","👌 (1)"
"456226577798135808","Deleted User","2020-09-26T21:56:31.5160000+05:30","Yo","",""
"759390371938566175","mukultm8947","2020-09-26T21:56:35.5820000+05:30","Yo🔥","",""
"456226577798135808","Deleted User","2020-09-26T21:57:09.3470000+05:30",".play bilie eilish bad guy dachio remix","",""
"547905866255433758","Hydra#1214","2020-09-26T21:57:10.0240000+05:30","","",""
"759390371938566175","mukultm8947","2020-09-26T21:57:16.5890000+05:30",".skip","","👌 (1)"
"456226577798135808","Deleted User","2020-09-26T21:57:22.5460000+05:30","Arey rehn de na","",""
"759390371938566175","mukultm8947","2020-09-26T21:57:27.5490000+05:30","Areey koi na","",""
"759390371938566175","mukultm8947","2020-09-26T21:57:34.9120000+05:30","Mai to sunta rehta","",""
"759390371938566175","mukultm8947","2020-09-26T21:57:38.3250000+05:30","Spotify mein","",""
"456226577798135808","Deleted User","2020-09-26T21:57:52.3640000+05:30","Ye mob me itni acchi quality nahi aati tere isme aati h?","",""
"759390371938566175","mukultm8947","2020-09-26T21:57:59.8450000+05:30","Nope beyyy","",""
"759390371938566175","mukultm8947","2020-09-26T21:58:04.5710000+05:30","Tatti aari idhar😂😂😂","",""
"456226577798135808","Deleted User","2020-09-26T21:58:14.5390000+05:30","Lappy aur PC se acchi aati h","",""
"759390371938566175","mukultm8947","2020-09-26T21:58:23.0330000+05:30","128 kbps waale songs hai disco mein","",""
"759390371938566175","mukultm8947","2020-09-26T21:58:25.2670000+05:30","Sasta","",""
"456226577798135808","Deleted User","2020-09-26T21:58:48.1160000+05:30","Akshaj kyu nahi aaya?","",""
"759390371938566175","mukultm8947","2020-09-26T21:58:57.2350000+05:30","Akshaj😂😂😂😂","",""
"456226577798135808","Deleted User","2020-09-26T21:59:02.0540000+05:30","😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T21:59:10.2460000+05:30","Akshay Jha","",""
"759390371938566175","mukultm8947","2020-09-26T21:59:12.3160000+05:30","🔥🔥🔥","",""
"456226577798135808","Deleted User","2020-09-26T21:59:30.5270000+05:30","Nahi akshaj hi naam accha h 😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T21:59:36.2960000+05:30","😂😂","",""
"456226577798135808","Deleted User","2020-09-26T21:59:55.5000000+05:30","Teri baat hui?","",""
"456226577798135808","Deleted User","2020-09-26T21:59:59.2860000+05:30","Normally?","",""
"456226577798135808","Deleted User","2020-09-26T22:00:19.4620000+05:30",".play peter bsdk","",""
"759390371938566175","mukultm8947","2020-09-26T22:00:32.3000000+05:30","😂😂😂😂😂😂😂😂😂😂😂😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T22:00:35.5920000+05:30","Bsdk","",""
"456226577798135808","Deleted User","2020-09-26T22:00:40.8180000+05:30","Kal ka badla leke aata hu😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T22:00:48.8630000+05:30","Ishhhhhhhhhh","",""
"456226577798135808","Deleted User","2020-09-26T22:01:33.6450000+05:30","9 jalebi tel me peter gya jail me","",""
"456226577798135808","Deleted User","2020-09-26T22:01:38.3670000+05:30","😂😂","",""
"456226577798135808","Deleted User","2020-09-26T22:01:47.0730000+05:30",".skip","","👌 (1),😂 (1)"
"456226577798135808","Deleted User","2020-09-26T22:01:57.9450000+05:30","Bhai headphone nahi pehna tha kya?","",""
"759390371938566175","mukultm8947","2020-09-26T22:02:36.2290000+05:30",".play easier - seeb remix","",""
"159985870458322944","MEE6#4876","2020-09-26T22:02:36.4950000+05:30","GG @Mukul™, you just advanced to level 2!","",""
"759390371938566175","mukultm8947","2020-09-26T22:03:05.1570000+05:30","😂😂😂😂 bade haraami ho beta","",""
"759390371938566175","mukultm8947","2020-09-26T22:03:40.3340000+05:30","Pehna tha but volume bahut tej tha","",""
"759390371938566175","mukultm8947","2020-09-26T22:03:42.4990000+05:30","😂😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T22:05:26.0200000+05:30",".play counting stars","",""
"759390371938566175","mukultm8947","2020-09-26T22:08:31.0550000+05:30",".play seasons","",""
"547905866255433758","Hydra#1214","2020-09-26T22:08:31.1600000+05:30","","",""
"759390371938566175","mukultm8947","2020-09-26T22:09:12.4990000+05:30",".skip","","👌 (1)"
"759390371938566175","mukultm8947","2020-09-26T22:09:17.1070000+05:30",".skip","","👌 (1)"
"456226577798135808","Deleted User","2020-09-26T22:09:40.1470000+05:30","Headphone pehna h?","",""
"759390371938566175","mukultm8947","2020-09-26T22:09:46.8330000+05:30",".play Seasons - NCD","",""
"759390371938566175","mukultm8947","2020-09-26T22:10:01.7150000+05:30","Ji sir pehna hu ab😂😂","",""
"456226577798135808","Deleted User","2020-09-26T22:10:09.6820000+05:30","😂😋","",""
"456226577798135808","Deleted User","2020-09-26T22:10:18.7250000+05:30",".play aashiq hume dilka","",""
"547905866255433758","Hydra#1214","2020-09-26T22:10:19.2400000+05:30","","",""
"759390371938566175","mukultm8947","2020-09-26T22:10:25.9150000+05:30",".skip","","👌 (1)"
"547905866255433758","Hydra#1214","2020-09-26T22:10:26.2740000+05:30","","",""
"759390371938566175","mukultm8947","2020-09-26T22:10:41.8040000+05:30","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T22:10:44.6050000+05:30","🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥","",""
"759390371938566175","mukultm8947","2020-09-26T22:10:47.7900000+05:30","Ohhh bhaiiiii","",""
"456226577798135808","Deleted User","2020-09-26T22:10:48.9820000+05:30","😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T22:11:23.5570000+05:30","Cotton ke dost????😂😂😂","",""
"456226577798135808","Deleted User","2020-09-26T22:11:29.0130000+05:30","😂😂","",""
"759390371938566175","mukultm8947","2020-09-26T22:11:59.3600000+05:30","Chal mai aata raat ko","",""
"759390371938566175","mukultm8947","2020-09-26T22:12:01.0360000+05:30","Byeee","",""
"456226577798135808","Deleted User","2020-09-26T22:12:03.7150000+05:30","Jee","",""
"159985870458322944","MEE6#4876","2020-09-26T22:12:03.9790000+05:30","GG @Deleted User, you just advanced to level 4!","",""
"456226577798135808","Deleted User","2020-09-26T22:12:09.6190000+05:30","Ohh yeaah","",""
"759390371938566175","mukultm8947","2020-09-26T22:12:41.7600000+05:30","@MEE6  HUMKO HEE PROMOTE MAT KARO TUM☹️☹️☹️","","😂 (1)"
"456226577798135808","Deleted User","2020-09-26T22:13:05.8070000+05:30","Tu lev 1 ka to hoga na","",""
"456226577798135808","Deleted User","2020-09-26T22:17:30.2120000+05:30",".leave","","👌 (1)"
"456226577798135808","Deleted User","2020-09-26T22:19:22.0150000+05:30","Code * @everyone","",""
"456226577798135808","Deleted User","2020-09-26T22:20:09.5950000+05:30","Code @everyone","",""
"757215855476998165","trantantranyy","2020-09-26T22:20:29.8710000+05:30","Dyjtqq","",""
"159985870458322944","MEE6#4876","2020-09-26T22:20:30.0100000+05:30","GG @हिप्पो गांड, you just advanced to level 2!","",""
"456226577798135808","Deleted User","2020-09-26T22:22:53.0630000+05:30","Net OP","",""
"456226577798135808","Deleted User","2020-09-26T22:22:53.2140000+05:30","Net OP","",""
"456226577798135808","Deleted User","2020-09-26T22:23:41.1980000+05:30","Dusra akshaj h","",""
"456226577798135808","Deleted User","2020-09-26T22:25:30.2510000+05:30","Kya pta tum do me se ek ho","",""
"456226577798135808","Deleted User","2020-09-26T22:26:56.8970000+05:30","Mar gya madarchor","",""
"456226577798135808","Deleted User","2020-09-26T22:27:08.6790000+05:30","Laa laa lalalalaaaaa","",""
"456226577798135808","Deleted User","2020-09-26T22:27:20.2710000+05:30","Chutiyap bhot bada symptom h","",""
"456226577798135808","Deleted User","2020-09-26T22:27:56.7270000+05:30","Sarthak h bhai","",""
"456226577798135808","Deleted User","2020-09-26T22:35:40.8550000+05:30","Madarchod net","",""
"456226577798135808","Deleted User","2020-09-26T22:41:57.8040000+05:30","Aur khel rhe ho?","",""
"743528093574234113","thomas_._dp","2020-09-26T22:42:10.4220000+05:30","Maybe","",""
"456226577798135808","Deleted User","2020-09-26T22:42:16.9250000+05:30","Wahi room?","",""
"743528093574234113","thomas_._dp","2020-09-26T22:42:23.4270000+05:30","Idk","",""
"743528093574234113","thomas_._dp","2020-09-26T22:42:50.3360000+05:30","Ek last khel sakte h","",""
"743528093574234113","thomas_._dp","2020-09-26T22:42:52.2420000+05:30","Maybe","",""
"456226577798135808","Deleted User","2020-09-26T22:42:55.9120000+05:30","Code?","",""
"743528093574234113","thomas_._dp","2020-09-26T22:43:06.9340000+05:30","Idk","",""
"743528093574234113","thomas_._dp","2020-09-26T22:43:13.3510000+05:30","Nahi khel rhe h","",""
"456226577798135808","Deleted User","2020-09-26T22:43:21.3420000+05:30","Nahi khel rhe 😂😂","",""
"456226577798135808","Deleted User","2020-09-27T16:34:44.4200000+05:30","Bhai meko koi jaldi kick karo whatsApp group se nahi to marjaunga","",""
"456226577798135808","Deleted User","2020-09-27T16:34:54.4570000+05:30","@Tab tak ke liye...Ok Bye","",""
"456226577798135808","Deleted User","2020-09-27T16:34:58.5550000+05:30","@पनौती राजा","",""
"456226577798135808","Deleted User","2020-09-27T16:35:10.8280000+05:30","@everyone jo bhi admin h abhi karoooooo","",""
"456226577798135808","Deleted User","2020-09-27T16:35:29.5740000+05:30","Aur mera dusra no. Lo","",""
"456226577798135808","Deleted User","2020-09-27T16:35:51.4520000+05:30","San kar rha h?","",""
"448726198789603328","en1gma07","2020-09-27T16:35:55.8080000+05:30","Hata diya","",""
"456226577798135808","Deleted User","2020-09-27T16:35:59.3210000+05:30","Thanx","",""
"456226577798135808","Deleted User","2020-09-27T16:36:08.8810000+05:30","Personal me deta no ussey add karde","",""
"448726198789603328","en1gma07","2020-09-27T16:36:15.5060000+05:30","Ok","",""
"456226577798135808","Deleted User","2020-09-27T16:37:32.8780000+05:30","Bhai tune jaan bacha li nahi to mummy pelne wali thi 😌","",""
"759390371938566175","mukultm8947","2020-09-27T17:06:26.0150000+05:30","Tum to pilaa chuke ho kai baar isme nayi baat kya hai?😂","","😂 (1)"
"755666449959223376","saarthak3402","2020-09-27T19:46:30.0080000+05:30","Aaj aayega @Mukul™ ?","",""
"759390371938566175","mukultm8947","2020-09-27T19:56:12.8520000+05:30","Aaj apex hai","",""
"759390371938566175","mukultm8947","2020-09-27T19:56:15.0230000+05:30","Try karta","",""
"759390371938566175","mukultm8947","2020-09-27T19:56:20.3500000+05:30","10:00 ke baad hee","",""
"448726198789603328","en1gma07","2020-09-27T19:56:20.7540000+05:30","Kitne baje tak hai","",""
"759390371938566175","mukultm8947","2020-09-27T19:56:29.6640000+05:30","8:30 se 10:00","",""
"448726198789603328","en1gma07","2020-09-27T19:56:29.9640000+05:30","Thik chalega aa jaana","",""
"448726198789603328","en1gma07","2020-09-27T19:59:56.1310000+05:30","Nhi toh","",""
"448726198789603328","en1gma07","2020-09-27T20:00:10.3240000+05:30","Dikha rha tha kya? Lekin mai nhi khela","",""
"448726198789603328","en1gma07","2020-09-27T20:00:42.2910000+05:30","Oh bhai😂","",""
"448726198789603328","en1gma07","2020-09-27T20:00:48.3760000+05:30","Nhi bhai mai nhi khel rha tha","",""
"456226577798135808","Deleted User","2020-09-27T20:01:02.7780000+05:30","Waaaaaah","",""
"448726198789603328","en1gma07","2020-09-27T20:01:56.9310000+05:30","#memes mein use krle","",""
"448726198789603328","en1gma07","2020-09-27T20:04:44.5000000+05:30","Ab mai idhar permission nhi de rha abhi","",""
"757215855476998165","trantantranyy","2020-09-27T21:47:32.0580000+05:30","Khel rahe kya aaj?","",""
"448726198789603328","en1gma07","2020-09-27T21:48:21.3880000+05:30","10 baje most probably","",""
"448726198789603328","en1gma07","2020-09-27T22:01:37.2140000+05:30","@pushpa6454 bhai vc aana","",""
"743528093574234113","thomas_._dp","2020-09-27T22:01:38.2650000+05:30","Arnav 
Mudit
Manan 
Nhi aa rhe h kya","",""
"557823821156188161","navy.","2020-09-27T22:17:57.1250000+05:30","Aaja mudit","",""
"456226577798135808","Deleted User","2020-09-27T22:18:03.2110000+05:30","Code","",""
"456226577798135808","Deleted User","2020-09-27T22:18:06.1800000+05:30","Likhde","",""
"557823821156188161","navy.","2020-09-27T22:18:51.5160000+05:30","Ckmuwq","",""
"456226577798135808","Deleted User","2020-09-27T23:21:27.4680000+05:30","Navy tera game rage me hi janta hu😂😂😂🤣🤣🤣🤣🤣","",""
"456226577798135808","Deleted User","2020-09-27T23:22:08.4380000+05:30","Hatt navy bhag saadhe","",""
"456226577798135808","Deleted User","2020-09-27T23:29:02.7790000+05:30","Aur abhi bhi chal rha h😂😂🤣","",""
"611562834614026261","akshaj0706","2020-09-27T23:29:12.6520000+05:30","Navy assey innovative gaaali deki","",""
"611562834614026261","akshaj0706","2020-09-27T23:29:15.8450000+05:30","Yeh seh na paaye","",""
"456226577798135808","Deleted User","2020-09-27T23:29:39.3250000+05:30","😂😂","",""
"456226577798135808","Deleted User","2020-09-27T23:29:56.0890000+05:30","Aaja bakar kar rhe h pubg ban pe","",""
"611562834614026261","akshaj0706","2020-09-27T23:30:07.9850000+05:30","Accha ek second","",""
"456226577798135808","Deleted User","2020-09-27T23:30:48.5170000+05:30","Football4life","",""
"456226577798135808","Deleted User","2020-09-27T23:31:01.5000000+05:30","DPS","",""
"456226577798135808","Deleted User","2020-09-27T23:31:19.4740000+05:30","7th 8th me pubg nahi tha","",""
"456226577798135808","Deleted User","2020-09-27T23:31:34.7150000+05:30","Meko population day ke karan 😂😂🤣","",""
"611562834614026261","akshaj0706","2020-09-27T23:32:05.6310000+05:30","😂😂😂😂😂😂","",""
"456226577798135808","Deleted User","2020-09-28T00:49:02.8100000+05:30","-resume","","▶ (1)"
"456226577798135808","Deleted User","2020-09-28T00:49:54.4930000+05:30","-pause","","⏸ (1)"
"456226577798135808","Deleted User","2020-09-28T00:50:44.4230000+05:30","-play","","👌 (1)"
"234395307759108106","Groovy#7254","2020-09-28T00:53:31.0350000+05:30","","",""
"448726198789603328","en1gma07","2020-09-28T00:53:50.3210000+05:30","#music","",""
"456226577798135808","Deleted User","2020-09-28T00:54:11.7300000+05:30","isme baj rha h kya karu?","",""
"456226577798135808","Deleted User","2020-09-28T00:54:17.2450000+05:30","-pause","","⏸ (1)"
"755666449959223376","saarthak3402","2020-09-28T11:11:37.7240000+05:30","Kal kitne log khele?","",""
"456226577798135808","Deleted User","2020-09-28T11:12:04.6060000+05:30","10","",""
"456226577798135808","Deleted User","2020-09-28T11:12:17.9740000+05:30","bhot maja aaya tu mat aaye kar maja aata h","",""
"456226577798135808","Deleted User","2020-09-28T11:12:29.7830000+05:30","saadhe","",""
"456226577798135808","Deleted User","2020-09-28T11:12:37.9180000+05:30","5 log the bas","",""
"755666449959223376","saarthak3402","2020-09-28T11:12:57.0220000+05:30","Abe mrko kal kaam tha","",""
"755666449959223376","saarthak3402","2020-09-28T11:13:01.4670000+05:30","Varna mai aa jaaata","",""
"755666449959223376","saarthak3402","2020-09-28T11:13:25.8590000+05:30","Baki log ka kya hua??","",""
"456226577798135808","Deleted User","2020-09-28T11:13:46.1190000+05:30","koi nahi aata sanchit regular rehta h hamesha on time","",""
"456226577798135808","Deleted User","2020-09-28T11:13:54.5360000+05:30","baaki sbko bulana pdhta h","",""
"755666449959223376","saarthak3402","2020-09-28T11:14:02.2920000+05:30","Bhai mai bhi harr dinn aata on time","",""
"159985870458322944","MEE6#4876","2020-09-28T11:14:02.5850000+05:30","GG @Saarthak, you just advanced to level 1!","",""
"456226577798135808","Deleted User","2020-09-28T11:14:09.6450000+05:30","DY bhi aajata h","",""
"755666449959223376","saarthak3402","2020-09-28T11:14:14.0240000+05:30","Sivaay kal ke","",""
"755666449959223376","saarthak3402","2020-09-28T11:14:39.8130000+05:30","> DY bhi aajata h
@Deleted User DY kon h?","",""
"448726198789603328","en1gma07","2020-09-28T11:14:46.0680000+05:30","Mai navy tanishq divyank aur mudit khele kal","",""
"456226577798135808","Deleted User","2020-09-28T11:14:47.4210000+05:30","me to jaan buch ke nahi aaunga dimaaag kharaab ho jata h har roj bulao bhai pta h timing aukat se aaya karo na","",""
"456226577798135808","Deleted User","2020-09-28T11:14:53.0540000+05:30","divyank","",""
"755666449959223376","saarthak3402","2020-09-28T11:15:26.6920000+05:30","> Mai navy tanishq divyank aur mudit khele kal
@पनौती राजा oh","",""
"448726198789603328","en1gma07","2020-09-28T11:15:43.1720000+05:30","😂 > Kal sabse late toh tu aaya
@हिप्पो गांड","",""
"755666449959223376","saarthak3402","2020-09-28T11:15:44.7460000+05:30","> Kal sabse late toh tu aaya
@हिप्पो गांड Mudit?","",""
"755666449959223376","saarthak3402","2020-09-28T11:15:54.3430000+05:30","😂 😂","",""
"456226577798135808","Deleted User","2020-09-28T11:16:26.4190000+05:30","to bhai meko aur bhi kaam h har roj sbko bulate nahi baithunga dimaag ka bharosa hojata h","",""
"755666449959223376","saarthak3402","2020-09-28T11:16:53.4590000+05:30","> to bhai meko aur bhi kaam h har roj sbko bulate nahi baithunga dimaag ka bharosa hogya
@Deleted User bharosa?😂","",""
"456226577798135808","Deleted User","2020-09-28T11:17:15.5140000+05:30","> @Deleted User bharosa?😂
@Saarthak replace karlo na sir 😂","",""
"456226577798135808","Deleted User","2020-09-28T11:19:00.3980000+05:30","aur ye fix kardo ki aana h aajao nahi aa rhe ho to khud se advance me likh ke jao","",""
"456226577798135808","Deleted User","2020-09-28T11:20:25.3840000+05:30","nahi to tumlog ki marzi bologe neta panti kar rha h","",""
"159985870458322944","MEE6#4876","2020-09-28T11:20:25.4640000+05:30","GG @Deleted User, you just advanced to level 10!","",""
"594440218044661760","arn4v9056","2020-09-28T11:34:41.4260000+05:30","Sanchit polls se hata diya reactions phir se 😂 🤣","",""
"594440218044661760","arn4v9056","2020-09-28T11:34:45.5950000+05:30","Kya to rha bhai","",""
"594440218044661760","arn4v9056","2020-09-28T11:34:48.9180000+05:30","Ro*","",""
"755666449959223376","saarthak3402","2020-09-28T11:43:19.2150000+05:30","Bhai mai ek game khela randoms ke saath","",""
"755666449959223376","saarthak3402","2020-09-28T11:43:26.0110000+05:30","Usme ek hacker tha shyd","",""
"755666449959223376","saarthak3402","2020-09-28T11:43:50.5000000+05:30","Bhai vo 1 min ke andar 4-5 logo ko maar diya","",""
"456226577798135808","Deleted User","2020-09-28T11:43:52.8060000+05:30","school?","",""
"755666449959223376","saarthak3402","2020-09-28T11:44:03.4560000+05:30","Sab ki body aas pass","",""
"755666449959223376","saarthak3402","2020-09-28T11:44:12.4400000+05:30","> school?
@Deleted User abhi english period h","",""
"456226577798135808","Deleted User","2020-09-28T11:44:15.5090000+05:30","wo me tha","",""
"456226577798135808","Deleted User","2020-09-28T11:44:29.7250000+05:30","kaun h ?","",""
"755666449959223376","saarthak3402","2020-09-28T11:44:43.9260000+05:30","> Bhai vo 1 min ke andar 4-5 logo ko maar diya
@Saarthak aur vo Akela impostor tha jabki mai 2 impostors wale mae enter kiya tha","",""
"755666449959223376","saarthak3402","2020-09-28T11:45:07.7090000+05:30","> wo me tha
@Deleted User kya bol rha h?","",""
"456226577798135808","Deleted User","2020-09-28T11:45:39.6140000+05:30","dusre ko time nahi mila hoga ya fir log kam honge","",""
"755666449959223376","saarthak3402","2020-09-28T11:45:54.3610000+05:30","Ni bhai 10 log thae","",""
"456226577798135808","Deleted User","2020-09-28T11:46:25.1630000+05:30","fir dusre wale ko time nahi mila hoga","",""
"755666449959223376","saarthak3402","2020-09-28T11:46:48.5260000+05:30","Minimum kill cooldown kitna hota h?","",""
"611562834614026261","akshaj0706","2020-09-28T11:46:58.4700000+05:30","10 sec","",""
"755666449959223376","saarthak3402","2020-09-28T11:47:05.3850000+05:30","Bhai mere se pehle 5 6 logo ko maara aur phir aakhri mae mrko","",""
"755666449959223376","saarthak3402","2020-09-28T11:47:15.6830000+05:30","> 10 sec
@Komda Al Habibi phir vo hacker hi tha","",""
"611562834614026261","akshaj0706","2020-09-28T11:47:29.3360000+05:30","LoL 🤣","",""
"448726198789603328","en1gma07","2020-09-28T11:53:46.0650000+05:30","https://tenor.com/view/you-have-no-power-here-king-theodon-no-power-here-lotr-gif-7431175","",""
"448726198789603328","en1gma07","2020-09-28T11:53:48.9490000+05:30","> Sanchit polls se hata diya reactions phir se 😂 🤣
@Tab tak ke liye...Ok Bye","",""
"594440218044661760","arn4v9056","2020-09-28T12:00:34.9550000+05:30","Yeh power hai kya koi😂 🤣 😱","",""
"594440218044661760","arn4v9056","2020-09-28T12:00:45.1880000+05:30","Reaction add krna🤣","",""
"755666449959223376","saarthak3402","2020-09-28T21:27:10.4790000+05:30","Aa jaao guys","",""
"755666449959223376","saarthak3402","2020-09-28T21:28:14.3660000+05:30","Let's play jhut bole kaua kaate","",""
"159985870458322944","MEE6#4876","2020-09-28T21:28:14.5690000+05:30","GG @Saarthak, you just advanced to level 2!","",""
"456226577798135808","Deleted User","2020-09-28T21:29:17.5870000+05:30","> Let's play jhut bole kaua kaate
@Saarthak ek question puchu kaua to male hota h aur kaat ti to ladkiya h ????","",""
"755666449959223376","saarthak3402","2020-09-28T21:29:36.3430000+05:30","VC join karo","",""
"456226577798135808","Deleted User","2020-09-28T21:32:25.6630000+05:30","Sanchit - tumlog ek do game khel lena aur khud khel rha ah","",""
"456226577798135808","Deleted User","2020-09-28T21:32:35.3970000+05:30","Saarhe","",""
"755666449959223376","saarthak3402","2020-09-28T21:33:12.3340000+05:30","Hao be😂 😂","",""
"557823821156188161","navy.","2020-09-28T21:41:13.3180000+05:30","Mudit VC aana","",""
"557823821156188161","navy.","2020-09-28T21:42:34.9380000+05:30","Arnav aaja","",""
"159985870458322944","MEE6#4876","2020-09-28T21:42:35.1110000+05:30","GG @BoBSy the KiNG, you just advanced to level 2!","",""
"557823821156188161","navy.","2020-09-28T21:46:03.5860000+05:30","Aara h ki nhi koi?","",""
"755666449959223376","saarthak3402","2020-09-28T21:49:51.8710000+05:30","Abe bhavani audio toh connect kar","",""
"448726198789603328","en1gma07","2020-09-28T22:26:04.0280000+05:30","Abe bhai mai classmates ke saath khel rha tha","",""
"448726198789603328","en1gma07","2020-09-28T22:26:13.3620000+05:30","Ab tumlog khel hi nhi rhe","",""
"448726198789603328","en1gma07","2020-09-28T22:26:18.7540000+05:30","Abhi","",""
"456226577798135808","Deleted User","2020-09-28T22:26:43.6840000+05:30","Koi nai","",""
"448726198789603328","en1gma07","2020-09-28T22:32:03.3130000+05:30","Sorry bhai agar meri wajah se nhi khel paaye","",""
"448726198789603328","en1gma07","2020-09-28T22:32:13.1550000+05:30","🙏","",""
"456226577798135808","Deleted User","2020-09-28T22:32:33.7660000+05:30","Haa meri taraf se bhi sorry meko kaam aagya tha 😅","",""
"448726198789603328","en1gma07","2020-09-28T23:27:54.5390000+05:30","Mujhe kya bhai mujhe toh dekhne mein maja aa rha","",""
"448726198789603328","en1gma07","2020-09-28T23:28:13.4190000+05:30","Rcb hamesha ki tarah choke karti hui","",""
"456226577798135808","Deleted User","2020-09-28T23:35:36.0680000+05:30","Bhai me apne shabd wapas le rha meri fat gyi h","",""
"456226577798135808","Deleted User","2020-09-28T23:35:56.8690000+05:30","Bhot acche baller aur batsman h RCB sabse OP team","",""
"448726198789603328","en1gma07","2020-09-28T23:36:18.9110000+05:30","😂","",""
"456226577798135808","Deleted User","2020-09-28T23:36:49.1260000+05:30","Bumrah kuch karde to theek h","",""
"448726198789603328","en1gma07","2020-09-28T23:36:57.8700000+05:30","Hmm","",""
"456226577798135808","Deleted User","2020-09-28T23:49:45.2040000+05:30","Bhai koi nahi bhot try kiya yahi bol skta 😂 bumrah ne apna 100% diya","",""
"448726198789603328","en1gma07","2020-09-28T23:50:05.4870000+05:30","Mast match tha🔥","",""
"448726198789603328","en1gma07","2020-09-28T23:50:11.9810000+05:30","Last ball tak phaad ke rkha tha","",""
"456226577798135808","Deleted User","2020-09-28T23:50:26.1500000+05:30","Wahi bhai ek aur superover hojata to 😂🤣","",""
